0.500000	0.000000
1.000000	0.000000
1.500000	0.000000
2.000000	0.000000
2.500000	0.000000
3.000000	0.000000
3.500000	0.000000
4.000000	0.000000
4.500000	0.000000
5.000000	0.000000
5.500000	0.000000
6.000000	0.000000
6.500000	0.000000
7.000000	0.000000
7.500000	0.000000
8.000000	0.000000
8.500000	0.000000
9.000000	0.000000
9.500000	0.000000
10.000000	0.000000
10.500000	0.000000
11.000000	0.000000
11.500000	0.000000
12.000000	0.000000
12.500000	0.000000
13.000000	0.000001
13.500000	0.000002
14.000000	0.000007
14.500000	0.000018
15.000000	0.000045
15.500000	0.000106
16.000000	0.000236
16.500000	0.000502
17.000000	0.001015
17.500000	0.001962
18.000000	0.003628
18.500000	0.006430
19.000000	0.010944
19.500000	0.017911
20.000000	0.028232
20.500000	0.042916
21.000000	0.063000
21.500000	0.089425
22.000000	0.122880
22.500000	0.163645
23.000000	0.211437
23.500000	0.265304
24.000000	0.323584
24.500000	0.383948
25.000000	0.443533
25.500000	0.499158
26.000000	0.547596
26.500000	0.585882
27.000000	0.611600
27.500000	0.623131
28.000000	0.619816
28.500000	0.602017
29.000000	0.571060
29.500000	0.529092
30.000000	0.478837
30.500000	0.423324
31.000000	0.365594
31.500000	0.308444
32.000000	0.254220
32.500000	0.204695
33.000000	0.161018
33.500000	0.123744
34.000000	0.092911
34.500000	0.068159
35.000000	0.048856
35.500000	0.034219
36.000000	0.023421
36.500000	0.015666
37.000000	0.010242
37.500000	0.006545
38.000000	0.004089
38.500000	0.002497
39.000000	0.001491
39.500000	0.000871
40.000000	0.000497
40.500000	0.000278
41.000000	0.000152
41.500000	0.000081
42.000000	0.000042
42.500000	0.000022
43.000000	0.000011
43.500000	0.000005
44.000000	0.000003
44.500000	0.000001
45.000000	0.000001
45.500000	0.000000
46.000000	0.000000
46.500000	0.000000
47.000000	0.000000
47.500000	0.000000
48.000000	0.000000
48.500000	0.000000
49.000000	0.000000
49.500000	0.000000
50.000000	0.000000
