0.500000	0.000000
1.000000	-0.000063
1.500000	-0.000133
2.000000	0.000242
2.500000	0.000409
3.000000	-0.000430
3.500000	-0.000874
4.000000	0.000489
4.500000	0.001423
5.000000	-0.000368
5.500000	-0.001807
6.000000	0.000375
6.500000	0.002085
7.000000	-0.000992
7.500000	-0.003146
8.000000	0.001771
8.500000	0.005993
9.000000	-0.000572
9.500000	-0.009518
10.000000	-0.004523
10.500000	0.009836
11.000000	0.011597
11.500000	-0.004301
12.000000	-0.015909
12.500000	-0.005400
13.000000	0.015440
13.500000	0.020288
14.000000	-0.000043
14.500000	-0.027838
15.000000	-0.035048
15.500000	-0.007601
16.000000	0.038278
16.500000	0.060689
17.000000	0.025102
17.500000	-0.054479
18.000000	-0.111436
18.500000	-0.079809
19.000000	0.037817
19.500000	0.158094
20.000000	0.181058
20.500000	0.074446
21.000000	-0.098885
21.500000	-0.232054
22.000000	-0.254014
22.500000	-0.170236
23.000000	-0.039389
23.500000	0.083169
24.000000	0.185172
24.500000	0.294724
25.000000	0.446784
25.500000	0.649627
26.000000	0.874333
26.500000	1.069384
27.000000	1.186391
27.500000	1.200405
28.000000	1.116022
28.500000	0.960393
29.000000	0.770011
29.500000	0.578443
30.000000	0.409094
30.500000	0.273499
31.000000	0.173450
31.500000	0.104661
32.000000	0.060245
32.500000	0.033156
33.000000	0.017482
33.500000	0.008847
34.000000	0.004303
34.500000	0.002015
35.000000	0.000909
35.500000	0.000396
36.000000	0.000167
36.500000	0.000068
37.000000	0.000027
37.500000	0.000010
38.000000	0.000004
38.500000	0.000001
39.000000	0.000000
39.500000	0.000000
40.000000	0.000000
40.500000	0.000000
41.000000	0.000000
41.500000	0.000000
42.000000	0.000000
42.500000	0.000000
43.000000	0.000000
43.500000	0.000000
44.000000	0.000000
44.500000	0.000000
45.000000	0.000000
45.500000	0.000000
46.000000	0.000000
46.500000	0.000000
47.000000	0.000000
47.500000	0.000000
48.000000	0.000000
48.500000	0.000000
49.000000	0.000000
49.500000	0.000000
50.000000	0.000000
